rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
84,61.6,65.5,V0346 Aql,EA/SD,302.49820,10.34994,8.840,10.260,False,1.420,1.10636280,Jersey City,Jersey City|Fairbanks,59.6,240,2026-09-21,2026-09-21T21:00:00-04:00,-12.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1485,"max altitude 59.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.42 mag; bright enough for Jersey City (8.84); time-series candidate (1.1064 d); also observable from Fairbanks"
85,61.4,67.3,V0873 Peg,LMXB,322.49295,12.16742,14.400,16.200,False,1.800,0.71301400,Jersey City,Fairbanks|Jersey City,61.4,300,2026-09-19,2026-09-19T22:30:00-04:00,-27.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10871909,"max altitude 61.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.80 mag; time-series candidate (0.7130 d); well away from Galactic plane (b=-27.3 deg); also observable from Fairbanks"
86,61.0,69.0,STSP J000923.55+440915.6,EA,2.34813,44.15433,13.720,14.080,False,0.360,5.37896000,Jersey City,Fairbanks|Jersey City,83.3,240,2026-09-21,2026-09-22T00:30:00-04:00,-18.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10868633,max altitude 83.3 deg from Jersey City; long nightly window from Jersey City; catalog amplitude about 0.36 mag; bright enough for Jersey City (13.72); also observable from Fairbanks
87,60.6,80.0,CI And,RRAB,28.78454,43.76569,11.760,12.660,False,0.900,0.48472670,Jersey City,Fairbanks|Jersey City,64.6,120,2026-09-21,2026-09-22T00:30:00-04:00,-17.6,ok,786,0.3199,True,,,,,ok,349612816093349120,0.627,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=110,"max altitude 64.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (11.76); time-series candidate (0.4847 d); also observable from Fairbanks; well-covered in AAVSO recently (786 observations); AAVSO period 0.3199 d disagrees with catalog 0.485 d"
88,60.6,64.5,TV Aql,M,303.20667,6.30008,9.400,14.600,False,5.200,242.40000000,Jersey City,Jersey City|Fairbanks,55.6,210,2026-09-15,2026-09-15T21:30:00-04:00,-14.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1168,"max altitude 55.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 5.20 mag; bright enough for Jersey City (9.40); long-period cadence friendly (242.40 d); also observable from Fairbanks"
89,60.6,60.6,DO Aqr,RRAB,312.23941,1.27606,13.500,14.600,False,1.100,0.52420630,Jersey City,Jersey City|Fairbanks,50.6,210,2026-09-16,2026-09-16T22:00:00-04:00,-25.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=982,"max altitude 50.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Jersey City (13.50); time-series candidate (0.5242 d); well away from Galactic plane (b=-25.2 deg); also observable from Fairbanks"
90,60.5,72.9,SX CrB,LB,243.84912,33.33006,9.800,10.300,False,0.500,,Jersey City,Fairbanks|Jersey City,57.5,90,2026-09-18,2026-09-18T20:00:00-04:00,45.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10623,"max altitude 57.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (9.80); no catalog period listed; well away from Galactic plane (b=45.9 deg); also observable from Fairbanks"
91,60.2,64.1,V0471 Aql,SRA,305.34113,5.92886,12.000,14.200,False,2.200,104.90000000,Jersey City,Jersey City|Fairbanks,55.2,240,2026-09-18,2026-09-18T21:30:00-04:00,-16.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1610,"max altitude 55.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.20 mag; bright enough for Jersey City (12.00); long-period cadence friendly (104.90 d); also observable from Fairbanks"
92,60.1,69.5,SU Her,M,267.25717,22.53972,10.500,13.000,False,2.500,333.80000000,Jersey City,Fairbanks|Jersey City,67.1,150,2026-09-18,2026-09-18T20:00:00-04:00,23.3,unavailable,,,,,,,,ok,4580191336785714560,5.303,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14832,"max altitude 67.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.50 mag; bright enough for Jersey City (10.50); long-period cadence friendly (333.80 d); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
93,60.0,95.0,XZ Ari,EW,38.10063,28.05131,13.840,14.060,False,0.220,0.26548300,Jersey City,Fairbanks|Jersey City,53.0,60,2026-09-22,2026-09-23T00:30:00-04:00,-29.7,ok,0,,,,,,,ok,127709791690597376,1.175,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3733,"max altitude 53.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.22 mag; bright enough for Jersey City (13.84); time-series candidate (0.2655 d); well away from Galactic plane (b=-29.7 deg); also observable from Fairbanks; sparse AAVSO coverage (0 recent observations)"
94,60.0,77.0,RR Her,SRB,241.05586,50.49917,8.800,13.500,False,4.700,239.70000000,Jersey City,Fairbanks|Jersey City,59.0,90,2026-09-18,2026-09-18T20:00:00-04:00,46.8,ok,14,,,,,,,ok,1403481345376841728,2.487,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14821,"max altitude 59.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Jersey City (8.80); long-period cadence friendly (239.70 d); well away from Galactic plane (b=46.8 deg); also observable from Fairbanks; AAVSO has 14 recent observations; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
95,60.0,74.0,RW Dra,RRAB/BL,248.88167,57.83978,11.050,12.080,False,1.030,0.44291700,Jersey City,Fairbanks|Jersey City,62.0,150,2026-09-18,2026-09-18T20:00:00-04:00,40.6,ok,16137,0.2845,True,,,,,ok,1431291700999242112,0.520,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13687,"max altitude 62.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.03 mag; bright enough for Jersey City (11.05); time-series candidate (0.4429 d); well away from Galactic plane (b=40.6 deg); also observable from Fairbanks; well-covered in AAVSO recently (16137 observations); AAVSO period 0.2845 d disagrees with catalog 0.443 d; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
96,59.8,77.0,RU And,SRA,24.65125,38.67042,9.900,14.500,False,4.600,238.30000000,Jersey City,Fairbanks|Jersey City,66.8,120,2026-09-21,2026-09-22T00:30:00-04:00,-23.3,ok,119,298.2350,True,,,,,ok,322769442290779008,3.612,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13,"max altitude 66.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.60 mag; bright enough for Jersey City (9.90); long-period cadence friendly (238.30 d); also observable from Fairbanks; well-covered in AAVSO recently (119 observations); AAVSO period 298.2350 d disagrees with catalog 238.300 d; Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
97,59.0,59.0,NN Aqr,EW,325.97516,-0.22803,13.470,14.140,False,0.670,0.30677900,Jersey City,Jersey City,49.0,180,2026-09-17,2026-09-17T23:00:00-04:00,-37.6,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1134,"max altitude 49.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.67 mag; bright enough for Jersey City (13.47); time-series candidate (0.3068 d); well away from Galactic plane (b=-37.6 deg)"
98,58.9,62.7,V0469 Aql,SRA,304.40021,4.58539,13.500,15.000,False,1.500,150.00000000,Jersey City,Jersey City|Fairbanks,53.9,210,2026-09-15,2026-09-15T21:30:00-04:00,-16.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1608,"max altitude 53.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (13.50); long-period cadence friendly (150.00 d); also observable from Fairbanks"
99,58.8,58.8,FN Her,EA/SD:,246.30499,11.29800,11.630,0.950,True,0.950,2.69126000,Jersey City,Jersey City,45.8,30,2026-09-18,2026-09-18T20:00:00-04:00,37.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14988,"max altitude 45.8 deg from Jersey City; uncertain or broad VSX type (EA/SD:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.95 mag; bright enough for Jersey City (11.63); well away from Galactic plane (b=37.5 deg)"
100,58.8,61.5,UX Her,EA/SD,268.53275,16.94386,8.900,10.020,False,1.120,1.54886900,Jersey City,Fairbanks|Jersey City,62.8,120,2026-09-18,2026-09-18T20:00:00-04:00,20.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14848,"max altitude 62.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.12 mag; bright enough for Jersey City (8.90); time-series candidate (1.5489 d); also observable from Fairbanks"
101,58.7,68.2,CF Her,M,266.22409,21.49629,9.000,13.000,False,4.000,309.00000000,Jersey City,Fairbanks|Jersey City,65.7,150,2026-09-18,2026-09-18T20:00:00-04:00,23.8,,,,,,,,,ok,4556017852099566720,5.620,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14918,"max altitude 65.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.00 mag; bright enough for Jersey City (9.00); long-period cadence friendly (309.00 d); also observable from Fairbanks; Gaia ipd_frac_multi_peak=4.00 suggests blended/contaminated PSF"
102,58.5,58.5,DK Her,EA,258.18314,13.18439,10.500,11.000,False,0.500,1.94230400,Jersey City,Jersey City|Fairbanks,54.5,90,2026-09-18,2026-09-18T20:00:00-04:00,27.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14944,"max altitude 54.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (10.50); time-series candidate (1.9423 d); well away from Galactic plane (b=27.8 deg); also observable from Fairbanks"
103,58.1,73.0,CE And,LB,22.38863,46.65917,10.300,12.400,False,2.100,,Jersey City,Fairbanks|Jersey City,69.1,150,2026-09-21,2026-09-22T00:30:00-04:00,-15.7,unavailable,,,,,,,,ok,398956973802052992,4.250,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=106,"max altitude 69.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.10 mag; bright enough for Jersey City (10.30); no catalog period listed; also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
104,57.0,65.0,SY And,EA,3.31821,43.71150,10.700,12.200,False,1.500,34.90847000,Jersey City,Fairbanks|Jersey City,82.8,240,2026-09-21,2026-09-22T00:30:00-04:00,-18.6,ok,941,6.4268,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=25,"max altitude 82.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (10.70); long-period cadence friendly (34.91 d); also observable from Fairbanks; well-covered in AAVSO recently (941 observations)"
105,56.6,56.6,V0574 Aql,LB,301.41614,2.32833,12.000,12.900,False,0.900,71.34194000,Jersey City,Jersey City|Fairbanks,51.6,180,2026-09-21,2026-09-21T21:00:00-04:00,-15.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1713,"max altitude 51.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (12.00); long-period cadence friendly (71.34 d); also observable from Fairbanks"
106,56.4,56.4,V0504 Aql,M,300.44620,2.12294,11.500,15.000,False,3.500,267.40000000,Jersey City,Jersey City|Fairbanks,51.4,180,2026-09-20,2026-09-20T21:00:00-04:00,-14.6,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1643,"max altitude 51.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.50 mag; bright enough for Jersey City (11.50); long-period cadence friendly (267.40 d); also observable from Fairbanks"
107,56.0,56.0,V0591 Aql,M,304.37283,1.81025,11.800,15.100,False,3.300,199.60000000,Jersey City,Jersey City|Fairbanks,51.0,210,2026-09-18,2026-09-18T21:30:00-04:00,-18.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1730,"max altitude 51.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.30 mag; bright enough for Jersey City (11.80); long-period cadence friendly (199.60 d); also observable from Fairbanks"
108,55.9,69.0,GG Dra,EB,247.98175,52.99086,8.770,8.890,False,0.120,2.26957000,Jersey City,Fairbanks|Jersey City,62.9,120,2026-09-18,2026-09-18T20:00:00-04:00,42.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13862,"max altitude 62.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Jersey City (8.77); well away from Galactic plane (b=42.1 deg); also observable from Fairbanks"
109,55.9,62.0,ZZ And,RRAB,12.39520,27.02212,12.530,13.510,False,0.980,0.55453400,Jersey City,Fairbanks|Jersey City,69.9,150,2026-09-21,2026-09-22T00:30:00-04:00,-35.8,ok,90,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=54,"max altitude 69.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.98 mag; bright enough for Jersey City (12.53); time-series candidate (0.5545 d); well away from Galactic plane (b=-35.8 deg); also observable from Fairbanks; well-covered in AAVSO recently (90 observations)"
110,55.4,62.0,VZ Her,RRAB/BL,258.26666,35.97861,10.720,12.040,False,1.320,0.44032610,Jersey City,Fairbanks|Jersey City,69.4,150,2026-09-18,2026-09-18T20:00:00-04:00,34.6,ok,7059,0.2201,False,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14855,"max altitude 69.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.32 mag; bright enough for Jersey City (10.72); time-series candidate (0.4403 d); well away from Galactic plane (b=34.6 deg); also observable from Fairbanks; well-covered in AAVSO recently (7059 observations); AAVSO period 0.2201 d agrees with catalog within tolerance"
111,54.9,54.9,MY Aqr,SRB,313.98355,-1.35397,11.000,11.700,False,0.700,113.00000000,Jersey City,Jersey City,47.9,150,2026-09-18,2026-09-18T22:00:00-04:00,-28.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1132,"max altitude 47.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Jersey City (11.00); long-period cadence friendly (113.00 d); well away from Galactic plane (b=-28.1 deg)"
112,54.7,54.7,V0592 Aql,SRA,304.63177,0.42017,13.400,16.000,False,2.600,197.00000000,Jersey City,Jersey City|Fairbanks,49.7,180,2026-09-15,2026-09-15T21:30:00-04:00,-19.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1731,"max altitude 49.7 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.60 mag; bright enough for Jersey City (13.40); long-period cadence friendly (197.00 d); also observable from Fairbanks"
113,54.7,54.7,V0520 Aql,LB,303.68582,0.40769,12.200,13.100,False,0.900,107.00273000,Jersey City,Jersey City|Fairbanks,49.7,180,2026-09-21,2026-09-21T21:00:00-04:00,-18.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1659,"max altitude 49.7 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (12.20); long-period cadence friendly (107.00 d); also observable from Fairbanks"
114,54.5,54.5,V0505 Aql,SRB,300.65472,0.27381,12.800,13.900,False,1.100,82.30000000,Jersey City,Jersey City|Fairbanks,49.5,180,2026-09-18,2026-09-18T21:00:00-04:00,-15.7,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1644,"max altitude 49.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Jersey City (12.80); long-period cadence friendly (82.30 d); also observable from Fairbanks"
115,54.4,79.0,V0437 And,LB,36.85413,42.99969,11.000,11.900,False,0.900,,Jersey City,Fairbanks|Jersey City,59.4,90,2026-09-22,2026-09-23T00:30:00-04:00,-16.5,unavailable,,,,,,,,ok,339622206766359552,4.497,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=437,"max altitude 59.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (11.00); no catalog period listed; also observable from Fairbanks; AAVSO recent-coverage check unavailable"
116,54.4,80.0,DU And,RRAB,37.63069,40.84263,12.870,13.980,False,1.110,0.60686000,Jersey City,Fairbanks|Jersey City,58.4,90,2026-09-22,2026-09-23T00:30:00-04:00,-18.2,ok,623,23.0397,True,,,,,ok,338409926477347456,0.676,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=143,"max altitude 58.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.11 mag; bright enough for Jersey City (12.87); time-series candidate (0.6069 d); also observable from Fairbanks; well-covered in AAVSO recently (623 observations); AAVSO period 23.0397 d disagrees with catalog 0.607 d"
117,54.2,54.2,V0579 Aql,SRB,302.04980,-0.02267,12.900,14.100,False,1.200,394.00000000,Jersey City,Jersey City|Fairbanks,49.2,180,2026-09-19,2026-09-19T21:00:00-04:00,-17.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1718,"max altitude 49.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.20 mag; bright enough for Jersey City (12.90); long-period cadence friendly (394.00 d); also observable from Fairbanks"
118,54.0,79.4,WW CrB,RRAB/BL,244.24834,39.64355,14.400,15.300,False,0.900,0.57817140,Jersey City,Fairbanks|Jersey City,60.0,90,2026-09-18,2026-09-18T20:00:00-04:00,45.9,unavailable,,,,,,,,ok,1380454960551450880,0.577,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10644,"max altitude 60.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; time-series candidate (0.5782 d); well away from Galactic plane (b=45.9 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable"
119,53.3,53.3,MW Aqr,SRB,312.86459,-2.87758,11.000,11.900,False,0.900,64.00000000,Jersey City,Jersey City,46.3,120,2026-09-20,2026-09-20T22:00:00-04:00,-27.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1130,"max altitude 46.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (11.00); long-period cadence friendly (64.00 d); well away from Galactic plane (b=-27.9 deg)"
120,53.3,53.3,MS Aqr,SRB,310.59387,-2.91178,10.400,11.300,False,0.900,50.00000000,Jersey City,Jersey City,46.3,120,2026-09-19,2026-09-19T21:30:00-04:00,-25.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1126,"max altitude 46.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (10.40); long-period cadence friendly (50.00 d); well away from Galactic plane (b=-25.9 deg)"
121,53.0,73.7,EN Her,SR,268.41043,26.65692,14.100,14.900,False,0.800,185.00000000,Jersey City,Fairbanks|Jersey City,71.0,150,2026-09-18,2026-09-18T20:00:00-04:00,23.8,unavailable,,,,,,,,ok,4583624596200091008,4.269,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14968,"max altitude 71.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; long-period cadence friendly (185.00 d); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=9.00 suggests blended/contaminated PSF"
122,53.0,65.0,S Dra,SRB,250.73283,54.90378,10.500,11.500,False,1.000,136.00000000,Jersey City,Fairbanks|Jersey City,64.0,150,2026-09-18,2026-09-18T20:00:00-04:00,40.2,ok,298,208.9602,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13674,"max altitude 64.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.50); long-period cadence friendly (136.00 d); well away from Galactic plane (b=40.2 deg); also observable from Fairbanks; well-covered in AAVSO recently (298 observations)"
123,52.5,55.1,Z Her,EA/AR/RS,269.52908,15.13942,7.300,8.180,False,0.880,3.99280520,Jersey City,Fairbanks|Jersey City,61.5,120,2026-09-18,2026-09-18T20:00:00-04:00,18.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14820,"max altitude 61.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.88 mag; bright enough for Jersey City (7.30); also observable from Fairbanks"
124,52.1,59.1,BH Her,RRAB,258.18768,17.70861,14.670,15.770,False,1.100,0.54515000,Jersey City,Fairbanks|Jersey City,58.1,90,2026-09-18,2026-09-18T20:00:00-04:00,29.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14897,"max altitude 58.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; time-series candidate (0.5452 d); well away from Galactic plane (b=29.5 deg); also observable from Fairbanks"
125,51.9,77.0,AX And,M,38.19208,46.48908,9.300,16.200,False,6.900,378.00000000,Jersey City,Fairbanks|Jersey City,58.9,90,2026-09-22,2026-09-23T00:30:00-04:00,-12.9,ok,31,0.1207,,,,,,ok,342046213292506880,6.056,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=77,"max altitude 58.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.90 mag; bright enough for Jersey City (9.30); long-period cadence friendly (378.00 d); also observable from Fairbanks; AAVSO has 31 recent observations; Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
126,51.8,51.8,MU Aqr,EW,312.05530,-1.49047,11.110,11.630,False,0.520,0.27221775,Jersey City,Jersey City,47.8,150,2026-09-16,2026-09-16T22:00:00-04:00,-26.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1128,"max altitude 47.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.52 mag; bright enough for Jersey City (11.11); time-series candidate (0.2722 d); well away from Galactic plane (b=-26.5 deg)"
127,51.6,51.6,CP Aqr,RRAB,317.55353,-1.72117,11.082,12.435,False,1.353,0.46340180,Jersey City,Jersey City,47.6,150,2026-09-21,2026-09-21T22:00:00-04:00,-31.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=961,"max altitude 47.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.35 mag; bright enough for Jersey City (11.08); time-series candidate (0.4634 d); well away from Galactic plane (b=-31.3 deg)"
128,51.5,51.5,V0573 Aql,LB,300.91824,1.21372,12.600,13.300,False,0.700,,Jersey City,Jersey City|Fairbanks,50.5,180,2026-09-20,2026-09-20T21:00:00-04:00,-15.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1712,"max altitude 50.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Jersey City (12.60); no catalog period listed; also observable from Fairbanks"
129,51.3,76.4,TU Ari,RRAB,32.26783,21.19128,13.630,14.800,False,1.170,0.47157000,Jersey City,Fairbanks|Jersey City,53.3,60,2026-09-22,2026-09-23T00:30:00-04:00,-38.2,unavailable,,,,,,,,ok,100236118552751488,0.706,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3710,"max altitude 53.3 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.17 mag; bright enough for Jersey City (13.63); time-series candidate (0.4716 d); well away from Galactic plane (b=-38.2 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable"
130,51.1,51.1,MO Aqr,EW/RS,315.98734,-2.16772,9.930,10.230,False,0.300,0.39814300,Jersey City,Jersey City,47.1,120,2026-09-28,2026-09-28T21:30:00-04:00,-30.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1122,"max altitude 47.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.30 mag; bright enough for Jersey City (9.93); time-series candidate (0.3981 d); well away from Galactic plane (b=-30.2 deg)"
131,51.0,63.7,TT CrB,SRB,237.13222,28.28181,10.500,12.100,False,1.600,69.80000000,Jersey City,Fairbanks|Jersey City,50.0,30,2026-09-18,2026-09-18T20:00:00-04:00,51.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10626,"max altitude 50.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.60 mag; bright enough for Jersey City (10.50); long-period cadence friendly (69.80 d); well away from Galactic plane (b=51.0 deg); also observable from Fairbanks"
