rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
117,62.1,62.1,EX Leo,EW,161.27821,16.33769,8.120,8.350,False,0.230,0.40860410,Jersey City,Jersey City,64.1,150,2026-05-04,2026-05-04T21:30:00-04:00,58.9,ok,105,0.1458,True,,,,,ok,3982399779723342336,0.618,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17198,"max altitude 64.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.23 mag; bright enough for Jersey City (8.12); time-series candidate (0.4086 d); well away from Galactic plane (b=58.9 deg); well-covered in AAVSO recently (105 observations); AAVSO period 0.1458 d disagrees with catalog 0.409 d"
118,62.0,62.0,GH Boo,EW,213.71460,27.57103,11.600,12.000,False,0.400,0.65951040,Jersey City,Jersey City,76.9,210,2026-05-09,2026-05-10T00:00:00-04:00,71.5,ok,80,,,,,,,ok,1260453539940689152,0.516,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4494,"max altitude 76.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.40 mag; bright enough for Jersey City (11.60); time-series candidate (0.6595 d); well away from Galactic plane (b=71.5 deg); well-covered in AAVSO recently (80 observations)"
119,62.0,62.0,U Com,RRC,190.01334,27.49892,11.500,11.970,False,0.470,0.29273820,Jersey City,Jersey City,76.8,210,2026-05-15,2026-05-15T22:00:00-04:00,87.4,ok,193,0.2828,False,,,,,ok,3962473193054146944,0.424,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=9606,"max altitude 76.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.47 mag; bright enough for Jersey City (11.50); time-series candidate (0.2927 d); well away from Galactic plane (b=87.4 deg); well-covered in AAVSO recently (193 observations); AAVSO period 0.2828 d agrees with catalog within tolerance"
120,62.0,62.0,BO CVn,EW,209.78404,40.81928,9.480,10.100,False,0.620,0.51746230,Jersey City,Jersey City,89.8,210,2026-05-05,2026-05-06T00:00:00-04:00,70.5,ok,200,,,,,,,ok,1498613634033133184,0.458,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5109,"max altitude 89.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.62 mag; bright enough for Jersey City (9.48); time-series candidate (0.5175 d); well away from Galactic plane (b=70.5 deg); well-covered in AAVSO recently (200 observations)"
121,62.0,62.0,AG Her,RRAB,250.13687,40.61836,11.990,13.240,False,1.250,0.64944650,Jersey City,Jersey City,74.3,180,2026-05-17,2026-05-18T00:30:00-04:00,41.5,ok,1192,0.6483,False,,,,,ok,1356025457153174656,0.607,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14872,"max altitude 74.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.25 mag; bright enough for Jersey City (11.99); time-series candidate (0.6494 d); well away from Galactic plane (b=41.5 deg); well-covered in AAVSO recently (1192 observations); AAVSO period 0.6483 d agrees with catalog within tolerance"
122,62.0,62.0,TY Boo,EW/KW,225.19559,35.13192,10.810,11.470,False,0.660,0.31714770,Jersey City,Jersey City,84.4,210,2026-05-13,2026-05-14T00:30:00-04:00,61.3,ok,3086,0.1586,False,,,,,ok,1290207905137101312,0.944,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4335,"max altitude 84.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.66 mag; bright enough for Jersey City (10.81); time-series candidate (0.3171 d); well away from Galactic plane (b=61.3 deg); well-covered in AAVSO recently (3086 observations); AAVSO period 0.1586 d agrees with catalog within tolerance"
123,61.6,61.6,VZ Dra,RRC,245.27394,58.45082,11.400,12.200,False,0.800,0.32101700,Jersey City,Jersey City,69.6,210,2026-05-17,2026-05-18T00:30:00-04:00,42.3,ok,165,0.3208,False,,,,,ok,1623839246702808064,0.400,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13716,"max altitude 69.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; bright enough for Jersey City (11.40); time-series candidate (0.3210 d); well away from Galactic plane (b=42.3 deg); well-covered in AAVSO recently (165 observations); AAVSO period 0.3208 d agrees with catalog within tolerance"
124,61.3,61.3,WY Cnc,EA/RS,135.48103,26.68964,9.510,10.140,False,0.630,0.82937120,Jersey City,Jersey City,57.3,90,2026-05-04,2026-05-04T21:30:00-04:00,39.3,ok,435,0.1019,True,,,,,ok,691776539688562048,0.954,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4851,"max altitude 57.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.63 mag; bright enough for Jersey City (9.51); time-series candidate (0.8294 d); well away from Galactic plane (b=39.3 deg); well-covered in AAVSO recently (435 observations); AAVSO period 0.1019 d disagrees with catalog 0.829 d"
125,59.0,59.0,RT Boo,M,229.31129,36.35928,8.700,13.400,False,4.700,276.50000000,Jersey City,Jersey City,85.6,210,2026-05-17,2026-05-18T00:30:00-04:00,57.9,ok,140,208.9759,,,,,,ok,1291323737640391552,4.912,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4315,"max altitude 85.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Jersey City (8.70); long-period cadence friendly (276.50 d); well away from Galactic plane (b=57.9 deg); well-covered in AAVSO recently (140 observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
126,59.0,59.0,TT CrB,SRB,237.13222,28.28181,10.500,12.100,False,1.600,69.80000000,Jersey City,Jersey City,76.0,210,2026-05-17,2026-05-18T00:30:00-04:00,51.0,ok,256,67.5660,False,,,,,ok,1224567851233597568,3.075,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10626,"max altitude 76.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.60 mag; bright enough for Jersey City (10.50); long-period cadence friendly (69.80 d); well away from Galactic plane (b=51.0 deg); well-covered in AAVSO recently (256 observations); AAVSO period 67.5660 d agrees with catalog within tolerance; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
127,59.0,59.0,RR CrB,SRB,235.35928,38.55739,7.300,8.200,False,0.900,60.80000000,Jersey City,Jersey City,84.9,210,2026-05-17,2026-05-18T00:30:00-04:00,52.9,ok,486,0.4993,,,,,,ok,1377195973726547200,3.535,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10609,"max altitude 84.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (7.30); long-period cadence friendly (60.80 d); well away from Galactic plane (b=52.9 deg); well-covered in AAVSO recently (486 observations); Gaia ipd_frac_multi_peak=18.00 suggests blended/contaminated PSF"
128,59.0,59.0,S Dra,SRB,250.73283,54.90378,10.500,11.500,False,1.000,136.00000000,Jersey City,Jersey City,70.0,210,2026-05-17,2026-05-18T00:30:00-04:00,40.2,ok,298,208.9602,,,,,,ok,1426791438562197248,4.451,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13674,"max altitude 70.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.50); long-period cadence friendly (136.00 d); well away from Galactic plane (b=40.2 deg); well-covered in AAVSO recently (298 observations); Gaia ipd_frac_multi_peak=32.00 suggests blended/contaminated PSF"
129,58.8,58.8,SY Boo,EB,213.16658,17.53942,12.250,12.870,False,0.620,0.71449000,Jersey City,Jersey City,66.8,210,2026-05-16,2026-05-16T23:30:00-04:00,69.0,ok,437,1.4710,False,,,,,ok,1233515883017093888,0.495,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4328,"max altitude 66.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.62 mag; bright enough for Jersey City (12.25); time-series candidate (0.7145 d); well away from Galactic plane (b=69.0 deg); well-covered in AAVSO recently (437 observations); AAVSO period 1.4710 d agrees with catalog within tolerance"
130,58.1,58.1,AP Leo,EW/KW,166.27092,5.15178,9.320,9.910,False,0.590,0.43035800,Jersey City,Jersey City,54.1,120,2026-05-04,2026-05-04T21:30:00-04:00,56.5,ok,1003,0.1325,True,,,,,ok,3816274189925586048,0.763,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17100,"max altitude 54.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.59 mag; bright enough for Jersey City (9.32); time-series candidate (0.4304 d); well away from Galactic plane (b=56.5 deg); well-covered in AAVSO recently (1003 observations); AAVSO period 0.1325 d disagrees with catalog 0.430 d"
131,58.1,58.1,AE Boo,RRC,221.89696,16.84542,10.440,10.880,False,0.440,0.31489210,Jersey City,Jersey City,66.1,210,2026-05-17,2026-05-18T00:00:00-04:00,61.3,ok,436,0.3146,False,,,,,ok,1234729400256865664,0.461,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4362,"max altitude 66.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.44 mag; bright enough for Jersey City (10.44); time-series candidate (0.3149 d); well away from Galactic plane (b=61.3 deg); well-covered in AAVSO recently (436 observations); AAVSO period 0.3146 d agrees with catalog within tolerance"
132,56.5,56.5,UV Her,M,251.39207,12.13656,9.500,15.000,False,5.500,341.95000000,Jersey City,Jersey City,55.5,90,2026-05-17,2026-05-18T00:30:00-04:00,33.4,ok,19,,,,,,,ok,4448775370569896192,5.848,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14846,"max altitude 55.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 5.50 mag; bright enough for Jersey City (9.50); long-period cadence friendly (341.95 d); well away from Galactic plane (b=33.4 deg); AAVSO has 19 recent observations; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
133,56.0,56.0,DF CVn,EW,190.90517,38.73767,10.960,11.460,False,0.500,0.32689570,Jersey City,Jersey City,88.0,210,2026-05-16,2026-05-16T22:00:00-04:00,78.3,ok,350,,,,,,,ok,1521293500895890176,0.991,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5146,"max altitude 88.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (10.96); time-series candidate (0.3269 d); well away from Galactic plane (b=78.3 deg); well-covered in AAVSO recently (350 observations); Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
134,56.0,56.0,TZ Boo,EW/KW,227.03804,39.97025,10.410,11.000,False,0.590,0.29716200,Jersey City,Jersey City,89.2,210,2026-05-15,2026-05-16T00:30:00-04:00,59.0,ok,12475,0.1486,False,,,,,ok,1391924687894823296,0.863,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4336,"max altitude 89.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.59 mag; bright enough for Jersey City (10.41); time-series candidate (0.2972 d); well away from Galactic plane (b=59.0 deg); well-covered in AAVSO recently (12475 observations); AAVSO period 0.1486 d agrees with catalog within tolerance; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
135,55.0,55.0,SY CVn,LB,197.58467,47.04111,8.860,9.810,False,0.950,,Jersey City,Jersey City,83.7,210,2026-05-15,2026-05-15T22:30:00-04:00,69.7,ok,73,,,,,,,ok,1554015379255327360,4.077,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5042,"max altitude 83.7 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.95 mag; bright enough for Jersey City (8.86); no catalog period listed; well away from Galactic plane (b=69.7 deg); well-covered in AAVSO recently (73 observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
136,53.2,53.2,SS Leo,RRAB,173.47704,-0.03333,10.420,11.584,False,1.164,0.62633510,Jersey City,Jersey City,49.2,120,2026-05-04,2026-05-04T21:30:00-04:00,57.1,ok,2082,0.2691,True,,,,,ok,3797319369672686592,0.599,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17050,"max altitude 49.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.16 mag; bright enough for Jersey City (10.42); time-series candidate (0.6263 d); well away from Galactic plane (b=57.1 deg); well-covered in AAVSO recently (2082 observations); AAVSO period 0.2691 d disagrees with catalog 0.626 d"
137,53.1,53.1,GL Dra,SRB,254.72546,54.72847,8.600,8.840,False,0.240,,Jersey City,Jersey City,68.1,180,2026-05-17,2026-05-18T00:30:00-04:00,37.9,ok,126,,,,,,,ok,1426211171301066368,2.781,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13866,"max altitude 68.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.24 mag; bright enough for Jersey City (8.60); no catalog period listed; well away from Galactic plane (b=37.9 deg); well-covered in AAVSO recently (126 observations)"
138,52.9,52.9,VZ Her,RRAB/BL,258.26666,35.97861,10.720,12.040,False,1.320,0.44032610,Jersey City,Jersey City,66.9,120,2026-05-17,2026-05-18T00:30:00-04:00,34.6,ok,7059,0.2201,False,,,,,ok,1338388092349825280,0.617,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14855,"max altitude 66.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.32 mag; bright enough for Jersey City (10.72); time-series candidate (0.4403 d); well away from Galactic plane (b=34.6 deg); well-covered in AAVSO recently (7059 observations); AAVSO period 0.2201 d agrees with catalog within tolerance"
139,52.7,52.7,SX Cnc,RRAB,132.83157,25.55672,12.856,13.922,False,1.066,0.51015660,Jersey City,Jersey City,54.7,60,2026-05-04,2026-05-04T21:30:00-04:00,36.7,unavailable,,,,,,,,ok,690888512251408512,0.601,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4828,"max altitude 54.7 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.07 mag; bright enough for Jersey City (12.86); time-series candidate (0.5102 d); well away from Galactic plane (b=36.7 deg); AAVSO recent-coverage check unavailable"
140,52.6,52.6,RR Leo,RRAB,151.93108,23.99175,9.920,11.250,False,1.330,0.45240390,Jersey City,Jersey City,66.6,150,2026-05-04,2026-05-04T21:30:00-04:00,53.1,ok,6530,0.4524,False,,,,,ok,630421935431871232,0.611,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17041,"max altitude 66.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.33 mag; bright enough for Jersey City (9.92); time-series candidate (0.4524 d); well away from Galactic plane (b=53.1 deg); well-covered in AAVSO recently (6530 observations); AAVSO period 0.4524 d agrees with catalog within tolerance"
141,52.6,52.6,HU Cam,RRAB,121.91646,76.38028,13.800,14.150,False,0.350,0.61406300,Jersey City,Jersey City,48.6,90,2026-05-04,2026-05-04T21:30:00-04:00,30.8,unavailable,,,,,,,,ok,1137462650294989696,0.660,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4754,"max altitude 48.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.35 mag; bright enough for Jersey City (13.80); time-series candidate (0.6141 d); well away from Galactic plane (b=30.8 deg); AAVSO recent-coverage check unavailable"
142,52.1,52.1,FS Cam,LB,211.41100,81.60661,8.810,8.990,False,0.180,,Jersey City,Jersey City,49.1,210,2026-05-14,2026-05-14T23:30:00-04:00,35.0,unavailable,,,,,,,,ok,1721911560732174208,2.238,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4715,"max altitude 49.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.18 mag; bright enough for Jersey City (8.81); no catalog period listed; well away from Galactic plane (b=35.0 deg); AAVSO recent-coverage check unavailable"
143,52.0,52.0,XY CVn,RRC,207.00638,29.19494,14.020,14.690,False,0.670,0.35726900,Jersey City,Jersey City,78.5,210,2026-05-17,2026-05-17T23:00:00-04:00,77.4,ok,77,0.1483,,,,,,ok,1455267106094194176,0.466,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5067,"max altitude 78.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.67 mag; time-series candidate (0.3573 d); well away from Galactic plane (b=77.4 deg); well-covered in AAVSO recently (77 observations)"
144,52.0,52.0,BB Leo,RRC,174.56696,23.56647,14.600,15.700,False,1.100,0.31602800,Jersey City,Jersey City,72.8,210,2026-05-07,2026-05-07T21:30:00-04:00,73.1,ok,258,0.1389,,,,,,ok,3981051026849364864,0.438,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17111,"max altitude 72.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; time-series candidate (0.3160 d); well away from Galactic plane (b=73.1 deg); well-covered in AAVSO recently (258 observations)"
145,52.0,52.0,EZ Cnc,RRAB,133.24042,23.79842,11.795,12.820,False,1.025,0.54578200,Jersey City,Jersey City,54.0,60,2026-05-04,2026-05-04T21:30:00-04:00,36.6,unavailable,,,,,,,,ok,689686230645254912,0.636,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4973,"max altitude 54.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.03 mag; bright enough for Jersey City (11.79); time-series candidate (0.5458 d); well away from Galactic plane (b=36.6 deg); AAVSO recent-coverage check unavailable"
146,50.8,50.8,AK Cam,EA/SD:,129.60696,76.92442,10.300,10.900,False,0.600,2.22682000,Jersey City,Jersey City,49.8,120,2026-05-04,2026-05-04T21:30:00-04:00,32.3,ok,283,,,,,,,ok,1137726326927058560,0.563,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4597,"max altitude 49.8 deg from Jersey City; usable nightly window from Jersey City; uncertain or broad VSX type (EA/SD:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.60 mag; bright enough for Jersey City (10.30); well away from Galactic plane (b=32.3 deg); well-covered in AAVSO recently (283 observations)"
147,50.7,50.7,DK Her,EA,258.18314,13.18439,10.500,11.000,False,0.500,1.94230400,Jersey City,Jersey City,52.7,60,2026-05-17,2026-05-18T00:30:00-04:00,27.8,unavailable,,,,,,,,ok,4541653041911060992,0.370,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14944,"max altitude 52.7 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (10.50); time-series candidate (1.9423 d); well away from Galactic plane (b=27.8 deg); AAVSO recent-coverage check unavailable"
148,49.5,49.5,GR Dra,L,262.16428,59.03533,8.300,8.430,False,0.130,,Jersey City,Jersey City,62.5,150,2026-05-17,2026-05-18T00:30:00-04:00,33.6,ok,112,,,,,,,ok,1434775679686246272,0.979,VSX type L-family but Gaia BP-RP=0.98 (expected >1.0),,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13872,"max altitude 62.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.13 mag; bright enough for Jersey City (8.30); no catalog period listed; well away from Galactic plane (b=33.6 deg); well-covered in AAVSO recently (112 observations); Gaia color anomaly: VSX type L-family but Gaia BP-RP=0.98 (expected >1.0)"
149,49.4,49.4,EF Cnc,RRC,130.16174,23.26397,11.200,11.800,False,0.600,0.29577960,Jersey City,Jersey City,51.4,60,2026-05-04,2026-05-04T21:30:00-04:00,33.7,unavailable,,,,,,,,ok,666167814367063296,0.418,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4954,"max altitude 51.4 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.60 mag; bright enough for Jersey City (11.20); time-series candidate (0.2958 d); well away from Galactic plane (b=33.7 deg); AAVSO recent-coverage check unavailable"
150,49.0,49.0,CT Cnc,LB,125.41446,31.09517,12.100,12.800,False,0.700,,Jersey City,Jersey City,52.0,60,2026-05-04,2026-05-04T21:30:00-04:00,31.9,unavailable,,,,,,,,ok,708731867982103936,2.982,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4924,"max altitude 52.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Jersey City (12.10); no catalog period listed; well away from Galactic plane (b=31.9 deg); AAVSO recent-coverage check unavailable"
151,48.7,48.7,VX Her,RRAB,247.67000,18.36683,9.890,11.180,False,1.290,0.45535840,Jersey City,Jersey City,62.7,120,2026-05-17,2026-05-18T00:30:00-04:00,39.1,ok,8216,0.2278,False,,,,,ok,4467433017738606080,0.658,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14853,"max altitude 62.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.29 mag; bright enough for Jersey City (9.89); time-series candidate (0.4554 d); well away from Galactic plane (b=39.1 deg); well-covered in AAVSO recently (8216 observations); AAVSO period 0.2278 d agrees with catalog within tolerance"
152,48.4,48.4,AQ Cnc,RRAB,139.41241,12.65103,11.406,12.387,False,0.981,0.54851760,Jersey City,Jersey City,50.4,60,2026-05-04,2026-05-04T21:30:00-04:00,38.1,unavailable,,,,,,,,ok,593827920716707584,0.616,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4874,"max altitude 50.4 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.98 mag; bright enough for Jersey City (11.41); time-series candidate (0.5485 d); well away from Galactic plane (b=38.1 deg); AAVSO recent-coverage check unavailable"
153,47.8,47.8,RW Cnc,RRAB,139.77518,29.06547,11.400,12.100,False,0.700,0.54719900,Jersey City,Jersey City,61.8,90,2026-05-04,2026-05-04T21:30:00-04:00,43.5,ok,14122,0.2736,False,,,,,ok,695655337537044864,0.560,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4819,"max altitude 61.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Jersey City (11.40); time-series candidate (0.5472 d); well away from Galactic plane (b=43.5 deg); well-covered in AAVSO recently (14122 observations); AAVSO period 0.2736 d agrees with catalog within tolerance"
154,47.6,47.6,AN Cnc,RRAB,134.54298,15.80521,12.100,13.000,False,0.900,0.54315823,Jersey City,Jersey City,49.6,30,2026-05-04,2026-05-04T21:30:00-04:00,35.0,unavailable,,,,,,,,ok,610579392683347968,0.618,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4871,"max altitude 49.6 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (12.10); time-series candidate (0.5432 d); well away from Galactic plane (b=35.0 deg); AAVSO recent-coverage check unavailable"
155,46.6,46.6,TX Cnc,EW/KW,130.00713,18.99983,10.000,10.350,False,0.350,0.38288300,Jersey City,Jersey City,48.6,30,2026-05-04,2026-05-04T21:30:00-04:00,32.2,unavailable,,,,,,,,ok,661190015991474688,0.812,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4835,"max altitude 48.6 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.35 mag; bright enough for Jersey City (10.00); time-series candidate (0.3829 d); well away from Galactic plane (b=32.2 deg); AAVSO recent-coverage check unavailable"
156,46.0,46.0,RT Her,M,257.70007,27.06642,8.500,15.500,False,7.000,298.08000000,Jersey City,Jersey City,63.0,120,2026-05-17,2026-05-18T00:30:00-04:00,33.0,ok,52,7.2027,,,,,,ok,4574744287457376768,5.725,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14823,"max altitude 63.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 7.00 mag; bright enough for Jersey City (8.50); long-period cadence friendly (298.08 d); well away from Galactic plane (b=33.0 deg); well-covered in AAVSO recently (52 observations); Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
157,44.7,44.7,AM Leo,EW/KW,165.54533,9.89519,9.250,9.830,False,0.580,0.36579780,Jersey City,Jersey City,58.7,150,2026-05-04,2026-05-04T21:30:00-04:00,59.0,ok,704,,,,,,,ok,3867724225935158656,0.680,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17097,"max altitude 58.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.58 mag; bright enough for Jersey City (9.25); time-series candidate (0.3658 d); well away from Galactic plane (b=59.0 deg); well-covered in AAVSO recently (704 observations)"
158,44.6,44.6,EP Her,RRAB,268.78909,26.60517,12.300,13.600,False,1.300,0.42571300,Jersey City,Jersey City,54.6,60,2026-05-17,2026-05-18T00:30:00-04:00,23.4,unavailable,,,,,,,,ok,4583594875026748288,0.701,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14970,"max altitude 54.6 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.30 mag; bright enough for Jersey City (12.30); time-series candidate (0.4257 d); AAVSO recent-coverage check unavailable"
159,44.2,44.2,BH Her,RRAB,258.18768,17.70861,14.670,15.770,False,1.100,0.54515000,Jersey City,Jersey City,56.2,90,2026-05-17,2026-05-18T00:30:00-04:00,29.5,unavailable,,,,,,,,ok,4548356901747865728,0.654,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14897,"max altitude 56.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; time-series candidate (0.5452 d); well away from Galactic plane (b=29.5 deg); AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
