rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
31,90.0,90.0,YY Boo,EA/SD+DSCT,233.86797,43.48031,11.900,13.400,False,1.500,3.93304900,Jersey City,Jersey City,85.6,210,2026-05-17,2026-05-18T00:30:00-04:00,53.2,ok,0,,,,,,,ok,1391285764265043968,0.616,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4355,"max altitude 85.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (11.90); well away from Galactic plane (b=53.2 deg); sparse AAVSO coverage (0 recent observations)"
32,89.4,89.4,FV Leo,SRB,173.01505,18.15511,7.940,0.180,True,0.180,28.09000000,Jersey City,Jersey City,67.4,210,2026-05-06,2026-05-06T21:30:00-04:00,69.6,ok,3,,,,,,,ok,3973862591625286784,2.651,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17216,"max altitude 67.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.18 mag; bright enough for Jersey City (7.94); long-period cadence friendly (28.09 d); well away from Galactic plane (b=69.6 deg); sparse AAVSO coverage (3 recent observations)"
33,89.0,89.0,ET Boo,EB,224.83467,46.81767,9.140,9.500,False,0.360,0.64504120,Jersey City,Jersey City,83.9,210,2026-05-12,2026-05-13T00:30:00-04:00,58.1,ok,0,,,ok,V* ET Boo,**,0.320,ok,1587395899441029760,0.777,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4466,"max altitude 83.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.36 mag; bright enough for Jersey City (9.14); time-series candidate (0.6450 d); well away from Galactic plane (b=58.1 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=53.00 suggests blended/contaminated PSF"
34,89.0,89.0,RV CVn,EW,205.07567,28.30597,13.840,14.690,False,0.850,0.26956620,Jersey City,Jersey City,77.6,210,2026-05-15,2026-05-15T23:00:00-04:00,79.1,ok,0,,,ok,V* RV CVn,EB*,0.053,ok,1454791155002756736,1.221,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5031,"max altitude 77.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.85 mag; bright enough for Jersey City (13.84); time-series candidate (0.2696 d); well away from Galactic plane (b=79.1 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
35,89.0,89.0,AH Boo,RRAB,204.22792,22.51300,13.104,14.116,False,1.012,0.55435200,Jersey City,Jersey City,71.8,210,2026-05-07,2026-05-07T23:30:00-04:00,78.7,ok,0,,,,,,,ok,1442177385806227712,0.621,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4365,"max altitude 71.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.01 mag; bright enough for Jersey City (13.10); time-series candidate (0.5544 d); well away from Galactic plane (b=78.7 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
36,88.4,88.4,FK Leo,EA,168.02313,14.30619,8.570,8.850,False,0.280,1.73720000,Jersey City,Jersey City,63.4,180,2026-05-04,2026-05-04T21:30:00-04:00,63.5,ok,0,,,,,,,ok,3968406436971108224,0.623,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17205,"max altitude 63.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.28 mag; bright enough for Jersey City (8.57); time-series candidate (1.7372 d); well away from Galactic plane (b=63.5 deg); sparse AAVSO coverage (0 recent observations)"
37,88.1,88.1,TZ Leo,M,170.91679,16.85194,9.600,12.500,False,2.900,324.00000000,Jersey City,Jersey City,66.1,180,2026-05-04,2026-05-04T21:30:00-04:00,67.3,ok,5,,,,,,,ok,3970657377791316608,5.737,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17064,"max altitude 66.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Jersey City (9.60); long-period cadence friendly (324.00 d); well away from Galactic plane (b=67.3 deg); sparse AAVSO coverage (5 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
38,87.0,87.0,WX Leo,LB,179.05133,15.72897,9.420,9.990,False,0.570,42.57000000,Jersey City,Jersey City,65.0,210,2026-05-04,2026-05-04T22:00:00-04:00,72.8,ok,3,,,,,,,ok,3925253045122875264,3.069,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17077,"max altitude 65.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.57 mag; bright enough for Jersey City (9.42); long-period cadence friendly (42.57 d); well away from Galactic plane (b=72.8 deg); sparse AAVSO coverage (3 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
39,86.2,86.2,GP Leo,RRAB,176.43974,11.86914,13.019,14.040,False,1.021,0.67929983,Jersey City,Jersey City,61.2,180,2026-05-09,2026-05-09T21:30:00-04:00,68.3,ok,0,,,,,,,ok,3916615006896859904,0.612,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17229,"max altitude 61.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.02 mag; bright enough for Jersey City (13.02); time-series candidate (0.6793 d); well away from Galactic plane (b=68.3 deg); sparse AAVSO coverage (0 recent observations)"
40,85.4,85.4,Gaia DR3 3938021978600754944,L,198.21230,18.16000,13.390,13.520,False,0.130,,Jersey City,Jersey City,67.4,210,2026-05-16,2026-05-16T22:30:00-04:00,79.8,ok,0,,,,,,,ok,3938021978600754944,1.548,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10614958,"max altitude 67.4 deg from Jersey City; long nightly window from Jersey City; survey-designated object, good data-mining follow-up candidate; modest catalog amplitude about 0.13 mag; bright enough for Jersey City (13.39); no catalog period listed; well away from Galactic plane (b=79.8 deg); sparse AAVSO coverage (0 recent observations)"
41,85.4,85.4,SX Boo,M,209.03641,14.13671,10.460,14.500,False,4.040,153.00000000,Jersey City,Jersey City,63.4,210,2026-05-04,2026-05-05T00:00:00-04:00,70.1,ok,2,,,,,,,ok,1230900694610679168,3.698,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4327,"max altitude 63.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.04 mag; bright enough for Jersey City (10.46); long-period cadence friendly (153.00 d); well away from Galactic plane (b=70.1 deg); sparse AAVSO coverage (2 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
42,85.0,85.0,YY CVn,RRAB,208.82156,29.69233,14.900,15.800,False,0.900,0.56269930,Jersey City,Jersey City,79.0,210,2026-05-04,2026-05-05T00:00:00-04:00,75.7,ok,0,,,,,,,ok,1453844750364714496,0.588,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5069,"max altitude 79.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; time-series candidate (0.5627 d); well away from Galactic plane (b=75.7 deg); sparse AAVSO coverage (0 recent observations)"
43,85.0,85.0,WW CrB,RRAB/BL,244.24834,39.64355,14.400,15.300,False,0.900,0.57817140,Jersey City,Jersey City,78.6,210,2026-05-17,2026-05-18T00:30:00-04:00,45.9,ok,0,,,,,,,ok,1380454960551450880,0.577,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10644,"max altitude 78.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; time-series candidate (0.5782 d); well away from Galactic plane (b=45.9 deg); sparse AAVSO coverage (0 recent observations)"
44,85.0,85.0,DF Boo,RRAB,223.79695,28.04221,14.490,15.040,False,0.550,0.62213700,Jersey City,Jersey City,77.3,210,2026-05-11,2026-05-12T00:30:00-04:00,62.6,ok,0,,,,,,,ok,1269371644394005120,0.647,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4432,"max altitude 77.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.55 mag; time-series candidate (0.6221 d); well away from Galactic plane (b=62.6 deg); sparse AAVSO coverage (0 recent observations)"
45,85.0,85.0,WZ CVn,RRAB/BL,205.58501,27.89767,14.860,15.880,False,1.020,0.50935090,Jersey City,Jersey City,77.2,210,2026-05-08,2026-05-08T23:30:00-04:00,78.7,ok,0,,,,,,,ok,1454717693882616704,0.547,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5065,"max altitude 77.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.02 mag; time-series candidate (0.5094 d); well away from Galactic plane (b=78.7 deg); sparse AAVSO coverage (0 recent observations)"
46,85.0,85.0,VZ Boo,RRAB,223.31619,25.95542,14.530,15.600,False,1.070,0.62570000,Jersey City,Jersey City,75.2,210,2026-05-11,2026-05-12T00:30:00-04:00,62.8,ok,0,,,,,,,ok,1267390805477177984,0.589,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4347,"max altitude 75.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.07 mag; time-series candidate (0.6257 d); well away from Galactic plane (b=62.8 deg); sparse AAVSO coverage (0 recent observations)"
47,84.0,84.0,CX CVn,EA,209.98192,28.16128,9.340,9.600,False,0.260,6.56320400,Jersey City,Jersey City,77.4,210,2026-05-05,2026-05-06T00:00:00-04:00,74.8,ok,0,,,,,,,ok,1451209873827963904,0.721,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5141,"max altitude 77.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.26 mag; bright enough for Jersey City (9.34); well away from Galactic plane (b=74.8 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=11.00 suggests blended/contaminated PSF"
48,83.6,83.6,BS Leo,RRAB,178.95633,19.34372,14.200,15.600,False,1.400,0.54376600,Jersey City,Jersey City,68.6,210,2026-05-04,2026-05-04T22:00:00-04:00,75.1,ok,0,,,,,,,ok,3975207534864748544,0.721,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17127,"max altitude 68.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; time-series candidate (0.5438 d); well away from Galactic plane (b=75.1 deg); sparse AAVSO coverage (0 recent observations)"
49,83.0,83.0,RU CrB,SRA,233.90242,25.75281,8.880,10.010,False,1.130,436.00000000,Jersey City,Jersey City,74.6,210,2026-05-17,2026-05-18T00:30:00-04:00,53.4,ok,23,0.7679,,,,,,ok,1222377898949342208,3.321,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10612,"max altitude 74.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.13 mag; bright enough for Jersey City (8.88); long-period cadence friendly (436.00 d); well away from Galactic plane (b=53.4 deg); AAVSO has 23 recent observations"
50,82.5,82.5,FM Cam,SRB:,137.31580,74.88908,9.070,9.290,False,0.220,32.22000000,Jersey City,Jersey City,52.5,150,2026-05-04,2026-05-04T21:30:00-04:00,34.9,ok,0,,,,,,,ok,1124500095397880064,3.129,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4709,"max altitude 52.5 deg from Jersey City; usable nightly window from Jersey City; uncertain or broad VSX type (SRB:); classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.22 mag; bright enough for Jersey City (9.07); long-period cadence friendly (32.22 d); well away from Galactic plane (b=34.9 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
51,82.3,82.3,FZ Leo,EB/RS,179.50417,14.03794,8.340,8.490,False,0.150,0.91225000,Jersey City,Jersey City,63.3,210,2026-05-05,2026-05-05T22:00:00-04:00,71.9,ok,4,,,,,,,ok,3920345478051413632,0.787,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17220,"max altitude 63.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.15 mag; bright enough for Jersey City (8.34); time-series candidate (0.9123 d); well away from Galactic plane (b=71.9 deg); sparse AAVSO coverage (4 recent observations)"
52,82.2,82.2,EL Boo,EW,222.01421,13.94478,9.200,9.400,False,0.200,0.41376600,Jersey City,Jersey City,63.2,210,2026-05-17,2026-05-18T00:00:00-04:00,59.8,ok,0,,,,,,,ok,1184956329933639040,0.669,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4458,"max altitude 63.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.20 mag; bright enough for Jersey City (9.20); time-series candidate (0.4138 d); well away from Galactic plane (b=59.8 deg); sparse AAVSO coverage (0 recent observations)"
53,82.0,82.0,Gaia DR3 1454784386135471232,L,205.54456,28.38276,11.950,12.140,False,0.190,,Jersey City,Jersey City,77.7,210,2026-05-08,2026-05-08T23:30:00-04:00,78.7,ok,0,,,,,,,ok,1454784386135471232,1.697,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10476520,"max altitude 77.7 deg from Jersey City; long nightly window from Jersey City; survey-designated object, good data-mining follow-up candidate; modest catalog amplitude about 0.19 mag; bright enough for Jersey City (11.95); no catalog period listed; well away from Galactic plane (b=78.7 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=24.00 suggests blended/contaminated PSF"
54,81.8,81.8,CU Leo,LB,177.82463,18.48956,14.400,14.900,False,0.500,,Jersey City,Jersey City,67.8,210,2026-05-11,2026-05-11T21:30:00-04:00,73.7,ok,0,,,,,,,ok,3974692997781566080,2.515,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17152,"max altitude 67.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; no catalog period listed; well away from Galactic plane (b=73.7 deg); sparse AAVSO coverage (0 recent observations)"
55,81.6,81.6,BW Leo,EW/KW,173.06857,17.32354,14.700,15.500,False,0.800,0.33722100,Jersey City,Jersey City,66.6,210,2026-05-05,2026-05-05T21:30:00-04:00,69.3,ok,0,,,,,,,ok,3973738278091942400,0.916,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17131,"max altitude 66.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; time-series candidate (0.3372 d); well away from Galactic plane (b=69.3 deg); sparse AAVSO coverage (0 recent observations)"
56,81.0,81.0,AL Boo,M,204.73283,18.71162,11.900,15.200,False,3.300,166.70000000,Jersey City,Jersey City,68.0,210,2026-05-15,2026-05-15T23:00:00-04:00,76.2,ok,125,0.1642,True,,,,,ok,1247913781624875520,2.649,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4368,"max altitude 68.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.30 mag; bright enough for Jersey City (11.90); long-period cadence friendly (166.70 d); well away from Galactic plane (b=76.2 deg); well-covered in AAVSO recently (125 observations); AAVSO period 0.1642 d disagrees with catalog 166.700 d"
57,80.6,80.6,EY Leo,LB,162.62813,10.33025,8.550,8.850,False,0.300,51.73000000,Jersey City,Jersey City,58.6,120,2026-05-04,2026-05-04T21:30:00-04:00,57.0,ok,0,,,,,,,ok,3870946207321421312,2.753,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17199,"max altitude 58.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.30 mag; bright enough for Jersey City (8.55); long-period cadence friendly (51.73 d); well away from Galactic plane (b=57.0 deg); sparse AAVSO coverage (0 recent observations)"
58,80.2,80.2,FO Her,SR,260.24942,22.44783,12.300,14.000,False,1.700,88.00000000,Jersey City,Jersey City,58.2,90,2026-05-17,2026-05-18T00:30:00-04:00,29.4,ok,0,,,,,,,ok,4567663810533143552,2.009,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14989,"max altitude 58.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.70 mag; bright enough for Jersey City (12.30); long-period cadence friendly (88.00 d); well away from Galactic plane (b=29.4 deg); sparse AAVSO coverage (0 recent observations)"
59,80.0,80.0,SU Boo,EA,217.33737,32.13439,11.960,12.720,False,0.760,1.56124690,Jersey City,Jersey City,81.4,210,2026-05-05,2026-05-06T00:30:00-04:00,68.2,ok,36,,,,,,,ok,1286997911003433344,0.294,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4324,"max altitude 81.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.76 mag; bright enough for Jersey City (11.96); time-series candidate (1.5612 d); well away from Galactic plane (b=68.2 deg); AAVSO has 36 recent observations"
60,80.0,80.0,GP Boo,EB,224.37888,24.04764,10.650,11.030,False,0.380,0.81877010,Jersey City,Jersey City,73.3,210,2026-05-12,2026-05-13T00:30:00-04:00,61.5,ok,37,,,,,,,ok,1266215908583543040,0.391,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4501,"max altitude 73.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.38 mag; bright enough for Jersey City (10.65); time-series candidate (0.8188 d); well away from Galactic plane (b=61.5 deg); AAVSO has 37 recent observations"
61,80.0,80.0,RX Leo,RRAB,170.99316,26.61503,11.560,12.270,False,0.710,0.65341220,Jersey City,Jersey City,75.9,210,2026-05-04,2026-05-04T21:30:00-04:00,70.5,ok,44,,,,,,,ok,3994645453038686464,0.621,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17047,"max altitude 75.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.71 mag; bright enough for Jersey City (11.56); time-series candidate (0.6534 d); well away from Galactic plane (b=70.5 deg); AAVSO has 44 recent observations"
62,80.0,80.0,RX CVn,RRAB,207.17754,41.38522,12.190,12.970,False,0.780,0.54002640,Jersey City,Jersey City,89.3,210,2026-05-10,2026-05-10T23:30:00-04:00,71.5,ok,132,0.3588,True,,,,,ok,1500424804562041984,0.588,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5033,"max altitude 89.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.78 mag; bright enough for Jersey City (12.19); time-series candidate (0.5400 d); well away from Galactic plane (b=71.5 deg); well-covered in AAVSO recently (132 observations); AAVSO period 0.3588 d disagrees with catalog 0.540 d"
63,80.0,80.0,BN CVn,RRAB,187.40294,47.82124,12.493,0.710,True,0.710,0.56366100,Jersey City,Jersey City,82.9,210,2026-05-05,2026-05-05T22:30:00-04:00,68.9,ok,138,0.3168,True,,,,,ok,1543912168771411584,0.586,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5108,"max altitude 82.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.71 mag; bright enough for Jersey City (12.49); time-series candidate (0.5637 d); well away from Galactic plane (b=68.9 deg); well-covered in AAVSO recently (138 observations); AAVSO period 0.3168 d disagrees with catalog 0.564 d"
64,80.0,80.0,AP CVn,RRAB,192.79407,32.97177,13.360,14.090,False,0.730,0.57463900,Jersey City,Jersey City,82.2,210,2026-05-10,2026-05-10T22:30:00-04:00,84.2,ok,222,0.3956,True,,,,,ok,1514197596448455680,0.586,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5086,"max altitude 82.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.73 mag; bright enough for Jersey City (13.36); time-series candidate (0.5746 d); well away from Galactic plane (b=84.2 deg); well-covered in AAVSO recently (222 observations); AAVSO period 0.3956 d disagrees with catalog 0.575 d"
65,80.0,80.0,RR CVn,RRAB,187.28130,34.64733,11.890,13.150,False,1.260,0.55860760,Jersey City,Jersey City,83.9,210,2026-05-05,2026-05-05T22:30:00-04:00,81.1,ok,276,0.3287,True,,,,,ok,1518851996671918208,0.562,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5027,"max altitude 83.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.26 mag; bright enough for Jersey City (11.89); time-series candidate (0.5586 d); well away from Galactic plane (b=81.1 deg); well-covered in AAVSO recently (276 observations); AAVSO period 0.3287 d disagrees with catalog 0.559 d"
66,80.0,80.0,DE CVn,EA/WD+UV,201.72195,45.54630,12.910,0.300,True,0.300,0.36413932,Jersey City,Jersey City,85.2,210,2026-05-12,2026-05-12T23:00:00-04:00,70.3,ok,483,0.1005,True,,,,,no-match,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5145,"max altitude 85.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.30 mag; bright enough for Jersey City (12.91); time-series candidate (0.3641 d); well away from Galactic plane (b=70.3 deg); well-covered in AAVSO recently (483 observations); AAVSO period 0.1005 d disagrees with catalog 0.364 d"
67,80.0,80.0,BI CVn,EW/KW,195.81837,36.61683,10.260,10.710,False,0.450,0.38416000,Jersey City,Jersey City,85.9,210,2026-05-06,2026-05-06T23:00:00-04:00,80.2,ok,526,0.1699,True,,,,,ok,1516514611046233344,0.769,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5104,"max altitude 85.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.45 mag; bright enough for Jersey City (10.26); time-series candidate (0.3842 d); well away from Galactic plane (b=80.2 deg); well-covered in AAVSO recently (526 observations); AAVSO period 0.1699 d disagrees with catalog 0.384 d"
68,80.0,80.0,TW CrB,EA,241.71124,27.27628,10.300,11.300,False,1.000,0.58887583,Jersey City,Jersey City,73.1,180,2026-05-17,2026-05-18T00:30:00-04:00,46.8,ok,4546,0.1472,True,,,,,ok,1316365355482554112,0.785,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10629,"max altitude 73.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.30); time-series candidate (0.5889 d); well away from Galactic plane (b=46.8 deg); well-covered in AAVSO recently (4546 observations); AAVSO period 0.1472 d disagrees with catalog 0.589 d"
69,80.0,80.0,ST Boo,RRAB/BL,232.66347,35.78453,10.490,11.410,False,0.920,0.62229070,Jersey City,Jersey City,84.4,210,2026-05-17,2026-05-18T00:30:00-04:00,55.2,ok,19023,0.2074,True,,,,,ok,1374971558625266432,0.624,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4323,"max altitude 84.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.92 mag; bright enough for Jersey City (10.49); time-series candidate (0.6223 d); well away from Galactic plane (b=55.2 deg); well-covered in AAVSO recently (19023 observations); AAVSO period 0.2074 d disagrees with catalog 0.622 d"
70,79.5,79.5,YY Leo,SRB,152.08321,20.00372,9.470,0.230,True,0.230,40.90000000,Jersey City,Jersey City,63.5,120,2026-05-04,2026-05-04T21:30:00-04:00,52.1,ok,0,,,,,,,ok,628305547347284608,2.204,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17083,"max altitude 63.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.23 mag; bright enough for Jersey City (9.47); long-period cadence friendly (40.90 d); well away from Galactic plane (b=52.1 deg); sparse AAVSO coverage (0 recent observations)"
71,79.3,79.3,CM Boo,RRAB,214.01305,20.06047,12.100,13.260,False,1.160,0.60907300,Jersey City,Jersey City,69.3,210,2026-05-09,2026-05-10T00:00:00-04:00,69.4,ok,428,1.0030,True,,,,,ok,1252055779366233344,0.641,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4416,"max altitude 69.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.16 mag; bright enough for Jersey City (12.10); time-series candidate (0.6091 d); well away from Galactic plane (b=69.4 deg); well-covered in AAVSO recently (428 observations); AAVSO period 1.0030 d disagrees with catalog 0.609 d"
72,79.2,79.2,AA Boo,SR,210.64258,7.89764,9.360,10.400,False,1.040,60.78293600,Jersey City,Jersey City,57.2,210,2026-05-13,2026-05-13T23:30:00-04:00,64.4,ok,0,,,,,,,ok,3722324395961325568,3.178,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4358,"max altitude 57.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.04 mag; bright enough for Jersey City (9.36); long-period cadence friendly (60.78 d); well away from Galactic plane (b=64.4 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
73,79.0,79.0,EF Leo,RRAB,177.29559,28.00713,14.520,15.780,False,1.260,0.59782800,Jersey City,Jersey City,77.3,210,2026-05-10,2026-05-10T21:30:00-04:00,76.2,ok,0,,,,,,,ok,4019521736113924608,0.545,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17181,"max altitude 77.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.26 mag; time-series candidate (0.5978 d); well away from Galactic plane (b=76.2 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
74,79.0,79.0,AV Leo,RRAB,172.79430,25.62069,14.800,16.700,False,1.900,0.50028000,Jersey City,Jersey City,74.9,210,2026-05-05,2026-05-05T21:30:00-04:00,72.0,ok,0,,,,,,,ok,3993555978750090368,0.673,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17106,"max altitude 74.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.90 mag; time-series candidate (0.5003 d); well away from Galactic plane (b=72.0 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
